Flight Number,Type,Status,Departure IATA Code,Departure ICAO Code,Scheduled Time,Arrival IATA Code,Arrival ICAO Code,Arrival Estimated Time,Days,Month,Year,Hour,Temperature (°F)Max,Temperature (°F)avg,Temperature (°F)Min,Dew Point (°F)Max,Dew Point (°F)avg,Dew Point (°F)Min,Humidity (%)Max,Humidity (%)avg,Humidity (%)Min,Wind Speed (mph)Max,Wind Speed (mph)avg,Wind Speed (mph)Min,Pressure (in)Max,Pressure (in)avg,Pressure (in)Min
9410,departure,active,lhe,opla,2024-05-05 23:40:00,bkk,vtbs,2024-05-05 23:40:00,5,May,2024,23,0.7355103837001644,0.786446596867973,0.5650713306195332,-0.4356428847025298,-0.3978850696982741,-0.20477251686586226,-1.931125150892326,-1.718191796973628,-1.1335984674331547,-0.17014727519750822,0.5471435062924432,-0.34509181601573896,-0.8974603346473287,-0.18081156938640752,0.2817514656369536
7617,departure,active,lhe,opla,2024-05-10 03:30:00,dxb,omdb,2024-05-10 04:05:00,10,May,2024,3,0.8650256505241044,0.8534577650653471,0.6794704279213033,0.34196602222996103,0.4368542141605252,-0.5977702765074158,-0.8755619211180398,-0.9314751354750768,-0.4830561805598618,4.19849897987365,2.731929666911298,3.0001859923000973,-0.01737020002542934,0.0929270615571726,0.2941749463682184
502,departure,active,lhe,opla,2024-05-06 03:00:00,kwi,okkk,2024-05-06 03:00:00,6,May,2024,3,1.1888138175839544,1.0276868023785195,0.6794704279213033,-0.2628409053841985,-0.48970639092274215,-0.4667710232935646,-1.931125150892326,-1.9597819528668838,-1.4588696108698012,-0.011287411376738858,-0.22395749157303482,-0.34509181601573896,-0.8974603346473287,-0.18081156938640752,0.2817514656369536
3836,departure,active,lhe,opla,2024-05-14 09:55:00,doh,othh,2024-05-14 09:55:00,14,May,2024,9,1.1888138175839544,0.9673767510008834,0.5650713306195332,-0.4356428847025298,-0.38119028402109784,-0.20477251686586226,-1.931125150892326,-1.8235003264655598,-1.350445896390919,0.5447221119959539,0.5985502394834752,-0.34509181601573896,-0.01737020002542934,0.0929270615571726,0.30659842709948365
843,departure,active,lhe,opla,2024-05-08 15:00:00,khi,opkc,2024-05-08 15:00:00,8,May,2024,15,1.3183290844078945,1.1349046714943187,0.6794704279213033,-0.09003892606586722,-0.4062324625368622,-0.4667710232935646,-1.438528976997659,-1.928808855957492,-1.5672933253486832,-0.3290071390182776,-0.5323978907192259,-0.34509181601573896,-0.457415267336379,-0.18081156938640752,0.2817514656369536
203,departure,active,lhe,opla,2024-05-05 12:25:00,dxb,omdb,2024-05-05 12:25:00,5,May,2024,12,0.7355103837001644,0.786446596867973,0.5650713306195332,-0.4356428847025298,-0.3978850696982741,-0.20477251686586226,-1.931125150892326,-1.718191796973628,-1.1335984674331547,-0.17014727519750822,0.5471435062924432,-0.34509181601573896,-0.8974603346473287,-0.18081156938640752,0.2817514656369536
7913,departure,active,lhe,opla,2024-05-09 03:10:00,doh,othh,2024-05-09 03:10:00,9,May,2024,3,1.1888138175839544,1.0477901528377316,0.9082686225248436,0.34196602222996103,0.37842246429040904,0.2537248693826169,-1.3681580950127066,-1.247400723950873,-0.8625391812359493,0.3064323162647999,0.6499569726745069,-0.34509181601573896,-0.8974603346473287,-0.18081156938640752,0.2817514656369536
4361,departure,active,lhe,opla,2024-05-07 00:20:00,dxb,omdb,2024-05-07 00:20:00,7,May,2024,0,1.3183290844078945,1.1416057883140558,0.7938695252230734,-0.09003892606586722,-0.4312746410526259,-0.6632699031143414,-1.931125150892326,-1.9535873334850054,-1.6215051825881244,-0.17014727519750822,-0.30106759135958255,-0.34509181601573896,-0.457415267336379,-0.18081156938640752,0.2941749463682184
500,departure,active,lhe,opla,2024-05-07 12:45:00,shj,omsj,2024-05-07 12:45:00,7,May,2024,12,1.3183290844078945,1.1416057883140558,0.7938695252230734,-0.09003892606586722,-0.4312746410526259,-0.6632699031143414,-1.931125150892326,-1.9535873334850054,-1.6215051825881244,-0.17014727519750822,-0.30106759135958255,-0.34509181601573896,-0.457415267336379,-0.18081156938640752,0.2941749463682184
735,departure,active,lhe,opla,2024-05-01 10:45:00,jed,oejn,2024-05-01 10:45:00,1,May,2024,10,-0.10633885065544596,-0.23212315973211425,-0.23572235049285803,-0.6084448640208611,-0.83194949730485,-0.7942691563281926,-0.31259486523842045,-0.8509450835106583,-0.9709628957148315,-0.011287411376738858,0.3415165735283158,-0.34509181601573896,-0.457415267336379,-0.18081156938640752,0.2941749463682184
6634,departure,active,lhe,opla,2024-05-08 03:10:00,doh,othh,2024-05-08 03:10:00,8,May,2024,3,1.3183290844078945,1.1349046714943187,0.6794704279213033,-0.09003892606586722,-0.4062324625368622,-0.4667710232935646,-1.438528976997659,-1.928808855957492,-1.5672933253486832,-0.3290071390182776,-0.5323978907192259,-0.34509181601573896,-0.457415267336379,-0.18081156938640752,0.2817514656369536
629,departure,active,lhe,opla,2024-05-03 09:55:00,doh,othh,2024-05-03 09:55:00,3,May,2024,9,0.6059951168762243,0.4580918727008393,0.16467449006333754,-0.7812468433391924,-0.7985599259504975,-0.6632699031143414,-1.2274163310428017,-1.6872187000642362,-1.296234039151478,-0.3290071390182776,-0.42958442433716226,-0.34509181601573896,-0.457415267336379,0.0929270615571726,0.2941749463682184
4510,departure,active,lhe,opla,2024-05-16 03:15:00,dmm,oedf,2024-05-16 03:15:00,16,May,2024,3,1.5126019846438046,1.3828459938246023,1.0798672684774988,-0.0036379364067015696,0.12800067913276925,0.1227256161687657,-2.142237796847183,-1.8173057070836818,-1.296234039151478,-0.5672969347494317,-0.45528779093267824,-0.34509181601573896,-0.01737020002542934,0.0929270615571726,0.2941749463682184
623,departure,active,lhe,opla,2024-05-03 03:30:00,dxb,omdb,2024-05-03 03:30:00,3,May,2024,3,0.6059951168762243,0.4580918727008393,0.16467449006333754,-0.7812468433391924,-0.7985599259504975,-0.6632699031143414,-1.2274163310428017,-1.6872187000642362,-1.296234039151478,-0.3290071390182776,-0.42958442433716226,-0.34509181601573896,-0.457415267336379,0.0929270615571726,0.2941749463682184
843,departure,active,lhe,opla,2024-05-05 15:00:00,khi,opkc,2024-05-05 15:00:00,5,May,2024,15,0.7355103837001644,0.786446596867973,0.5650713306195332,-0.4356428847025298,-0.3978850696982741,-0.20477251686586226,-1.931125150892326,-1.718191796973628,-1.1335984674331547,-0.17014727519750822,0.5471435062924432,-0.34509181601573896,-0.8974603346473287,-0.18081156938640752,0.2817514656369536
453,departure,active,lhe,opla,2024-05-11 07:15:00,kdu,opsd,2024-05-11 07:15:00,11,May,2024,7,0.8650256505241044,0.6591253772929617,0.5650713306195332,-0.0036379364067015696,0.20312721468006167,0.2537248693826169,-1.1570454490578495,-0.9314751354750768,-0.8625391812359493,1.021301703458262,0.6756603392700232,-0.34509181601573896,-0.01737020002542934,0.0929270615571726,0.30659842709948365
500,departure,active,lhe,opla,2024-05-14 12:45:00,shj,omsj,2024-05-14 12:45:00,14,May,2024,12,1.1888138175839544,0.9673767510008834,0.5650713306195332,-0.4356428847025298,-0.38119028402109784,-0.20477251686586226,-1.931125150892326,-1.8235003264655598,-1.350445896390919,0.5447221119959539,0.5985502394834752,-0.34509181601573896,-0.01737020002542934,0.0929270615571726,0.30659842709948365
186,departure,active,lhe,opla,2024-05-14 18:15:00,cmb,vcbi,2024-05-14 18:15:00,14,May,2024,18,1.1888138175839544,0.9673767510008834,0.5650713306195332,-0.4356428847025298,-0.38119028402109784,-0.20477251686586226,-1.931125150892326,-1.8235003264655598,-1.350445896390919,0.5447221119959539,0.5985502394834752,-0.34509181601573896,-0.01737020002542934,0.0929270615571726,0.30659842709948365
8621,departure,active,lhe,opla,2024-05-09 10:10:00,dxb,omdb,2024-05-10 02:00:00,9,May,2024,10,1.1888138175839544,1.0477901528377316,0.9082686225248436,0.34196602222996103,0.37842246429040904,0.2537248693826169,-1.3681580950127066,-1.247400723950873,-0.8625391812359493,0.3064323162647999,0.6499569726745069,-0.34509181601573896,-0.8974603346473287,-0.18081156938640752,0.2817514656369536
6030,departure,active,lhe,opla,2024-05-15 03:10:00,doh,othh,2024-05-15 03:10:00,15,May,2024,3,1.4478443512318346,1.2622258910693291,0.7938695252230734,0.16916404291162973,0.06122153642406555,-0.00827363704508548,-1.931125150892326,-1.7801379907924118,-1.1335984674331547,-0.5672969347494317,-1.0207618560340288,-0.34509181601573896,-0.01737020002542934,0.0929270615571726,0.30659842709948365
3932,departure,active,lhe,opla,2024-05-10 04:35:00,auh,omaa,2024-05-10 04:50:00,10,May,2024,4,0.8650256505241044,0.8534577650653471,0.6794704279213033,0.34196602222996103,0.4368542141605252,-0.5977702765074158,-0.8755619211180398,-0.9314751354750768,-0.4830561805598618,4.19849897987365,2.731929666911298,3.0001859923000973,-0.01737020002542934,0.0929270615571726,0.2941749463682184
132,departure,active,lhe,opla,2024-05-06 21:25:00,kul,wmkk,2024-05-06 23:25:00,6,May,2024,21,1.1888138175839544,1.0276868023785195,0.6794704279213033,-0.2628409053841985,-0.48970639092274215,-0.4667710232935646,-1.931125150892326,-1.9597819528668838,-1.4588696108698012,-0.011287411376738858,-0.22395749157303482,-0.34509181601573896,-0.8974603346473287,-0.18081156938640752,0.2817514656369536
235,departure,active,lhe,opla,2024-05-12 00:20:00,dxb,omdb,2024-05-12 00:20:00,12,May,2024,0,0.47647985005228427,0.5854130922758506,0.6794704279213033,0.6875699808666236,0.46189639267628896,0.3847241225964681,0.109630426671294,-0.5226302562711052,-0.4830561805598618,0.5447221119959539,1.2411344043713737,1.6620748689737628,-0.01737020002542934,0.36666569250075276,0.2941749463682184
4359,departure,active,lhe,opla,2024-05-14 14:55:00,dxb,omdb,2024-05-14 14:55:00,14,May,2024,14,1.1888138175839544,0.9673767510008834,0.5650713306195332,-0.4356428847025298,-0.38119028402109784,-0.20477251686586226,-1.931125150892326,-1.8235003264655598,-1.350445896390919,0.5447221119959539,0.5985502394834752,-0.34509181601573896,-0.01737020002542934,0.0929270615571726,0.30659842709948365
735,departure,active,lhe,opla,2024-05-07 10:45:00,jed,oejn,2024-05-07 10:45:00,7,May,2024,10,1.3183290844078945,1.1416057883140558,0.7938695252230734,-0.09003892606586722,-0.4312746410526259,-0.6632699031143414,-1.931125150892326,-1.9535873334850054,-1.6215051825881244,-0.17014727519750822,-0.30106759135958255,-0.34509181601573896,-0.457415267336379,-0.18081156938640752,0.2941749463682184
9410,departure,active,lhe,opla,2024-05-12 23:40:00,bkk,vtbs,2024-05-12 23:40:00,12,May,2024,23,0.47647985005228427,0.5854130922758506,0.6794704279213033,0.6875699808666236,0.46189639267628896,0.3847241225964681,0.109630426671294,-0.5226302562711052,-0.4830561805598618,0.5447221119959539,1.2411344043713737,1.6620748689737628,-0.01737020002542934,0.36666569250075276,0.2941749463682184
203,departure,active,lhe,opla,2024-05-10 11:55:00,dxb,omdb,2024-05-10 19:00:00,10,May,2024,11,0.8650256505241044,0.8534577650653471,0.6794704279213033,0.34196602222996103,0.4368542141605252,-0.5977702765074158,-0.8755619211180398,-0.9314751354750768,-0.4830561805598618,4.19849897987365,2.731929666911298,3.0001859923000973,-0.01737020002542934,0.0929270615571726,0.2941749463682184
189,departure,active,lhe,opla,2024-05-09 20:30:00,bah,obbi,2024-05-09 23:30:00,9,May,2024,20,1.1888138175839544,1.0477901528377316,0.9082686225248436,0.34196602222996103,0.37842246429040904,0.2537248693826169,-1.3681580950127066,-1.247400723950873,-0.8625391812359493,0.3064323162647999,0.6499569726745069,-0.34509181601573896,-0.8974603346473287,-0.18081156938640752,0.2817514656369536
715,departure,active,lhe,opla,2024-05-12 05:45:00,ist,ltfm,2024-05-12 05:55:00,12,May,2024,5,0.47647985005228427,0.5854130922758506,0.6794704279213033,0.6875699808666236,0.46189639267628896,0.3847241225964681,0.109630426671294,-0.5226302562711052,-0.4830561805598618,0.5447221119959539,1.2411344043713737,1.6620748689737628,-0.01737020002542934,0.36666569250075276,0.2941749463682184
6634,departure,active,lhe,opla,2024-05-11 03:10:00,doh,othh,2024-05-11 03:10:00,11,May,2024,3,0.8650256505241044,0.6591253772929617,0.5650713306195332,-0.0036379364067015696,0.20312721468006167,0.2537248693826169,-1.1570454490578495,-0.9314751354750768,-0.8625391812359493,1.021301703458262,0.6756603392700232,-0.34509181601573896,-0.01737020002542934,0.0929270615571726,0.30659842709948365
5586,departure,active,lhe,opla,2024-05-06 09:55:00,doh,othh,2024-05-06 09:55:00,6,May,2024,9,1.1888138175839544,1.0276868023785195,0.6794704279213033,-0.2628409053841985,-0.48970639092274215,-0.4667710232935646,-1.931125150892326,-1.9597819528668838,-1.4588696108698012,-0.011287411376738858,-0.22395749157303482,-0.34509181601573896,-0.8974603346473287,-0.18081156938640752,0.2817514656369536
506,departure,active,lhe,opla,2024-05-15 05:30:00,mct,ooms,2024-05-15 05:30:00,15,May,2024,5,1.4478443512318346,1.2622258910693291,0.7938695252230734,0.16916404291162973,0.06122153642406555,-0.00827363704508548,-1.931125150892326,-1.7801379907924118,-1.1335984674331547,-0.5672969347494317,-1.0207618560340288,-0.34509181601573896,-0.01737020002542934,0.0929270615571726,0.30659842709948365
789,departure,active,lhe,opla,2024-05-09 04:20:00,yyz,cyyz,2024-05-09 05:30:00,9,May,2024,4,1.1888138175839544,1.0477901528377316,0.9082686225248436,0.34196602222996103,0.37842246429040904,0.2537248693826169,-1.3681580950127066,-1.247400723950873,-0.8625391812359493,0.3064323162647999,0.6499569726745069,-0.34509181601573896,-0.8974603346473287,-0.18081156938640752,0.2817514656369536
1876,departure,active,lhe,opla,2024-05-06 04:15:00,ruh,oerk,2024-05-06 04:28:00,6,May,2024,4,1.1888138175839544,1.0276868023785195,0.6794704279213033,-0.2628409053841985,-0.48970639092274215,-0.4667710232935646,-1.931125150892326,-1.9597819528668838,-1.4588696108698012,-0.011287411376738858,-0.22395749157303482,-0.34509181601573896,-0.8974603346473287,-0.18081156938640752,0.2817514656369536
739,departure,active,lhe,opla,2024-05-07 02:50:00,jed,oejn,2024-05-07 02:50:00,7,May,2024,2,1.3183290844078945,1.1416057883140558,0.7938695252230734,-0.09003892606586722,-0.4312746410526259,-0.6632699031143414,-1.931125150892326,-1.9535873334850054,-1.6215051825881244,-0.17014727519750822,-0.30106759135958255,-0.34509181601573896,-0.457415267336379,-0.18081156938640752,0.2941749463682184
6634,departure,active,lhe,opla,2024-05-03 03:10:00,doh,othh,2024-05-03 03:10:00,3,May,2024,3,0.6059951168762243,0.4580918727008393,0.16467449006333754,-0.7812468433391924,-0.7985599259504975,-0.6632699031143414,-1.2274163310428017,-1.6872187000642362,-1.296234039151478,-0.3290071390182776,-0.42958442433716226,-0.34509181601573896,-0.457415267336379,0.0929270615571726,0.2941749463682184
307,departure,active,lhe,opla,2024-05-03 22:00:00,khi,opkc,2024-05-03 22:00:00,3,May,2024,22,0.6059951168762243,0.4580918727008393,0.16467449006333754,-0.7812468433391924,-0.7985599259504975,-0.6632699031143414,-1.2274163310428017,-1.6872187000642362,-1.296234039151478,-0.3290071390182776,-0.42958442433716226,-0.34509181601573896,-0.457415267336379,0.0929270615571726,0.2941749463682184
247,departure,active,lhe,opla,2024-05-08 06:55:00,dmm,oedf,2024-05-08 06:55:00,8,May,2024,6,1.3183290844078945,1.1349046714943187,0.6794704279213033,-0.09003892606586722,-0.4062324625368622,-0.4667710232935646,-1.438528976997659,-1.928808855957492,-1.5672933253486832,-0.3290071390182776,-0.5323978907192259,-0.34509181601573896,-0.457415267336379,-0.18081156938640752,0.2817514656369536
959,departure,active,lhe,opla,2024-05-06 02:00:00,jed,oejn,2024-05-06 02:00:00,6,May,2024,2,1.1888138175839544,1.0276868023785195,0.6794704279213033,-0.2628409053841985,-0.48970639092274215,-0.4667710232935646,-1.931125150892326,-1.9597819528668838,-1.4588696108698012,-0.011287411376738858,-0.22395749157303482,-0.34509181601573896,-0.8974603346473287,-0.18081156938640752,0.2817514656369536
202,departure,active,lhe,opla,2024-05-09 03:50:00,kwi,okkk,2024-05-09 03:50:00,9,May,2024,3,1.1888138175839544,1.0477901528377316,0.9082686225248436,0.34196602222996103,0.37842246429040904,0.2537248693826169,-1.3681580950127066,-1.247400723950873,-0.8625391812359493,0.3064323162647999,0.6499569726745069,-0.34509181601573896,-0.8974603346473287,-0.18081156938640752,0.2817514656369536
5435,departure,active,lhe,opla,2024-05-11 10:45:00,jed,oejn,2024-05-11 10:45:00,11,May,2024,10,0.8650256505241044,0.6591253772929617,0.5650713306195332,-0.0036379364067015696,0.20312721468006167,0.2537248693826169,-1.1570454490578495,-0.9314751354750768,-0.8625391812359493,1.021301703458262,0.6756603392700232,-0.34509181601573896,-0.01737020002542934,0.0929270615571726,0.30659842709948365
9026,departure,active,lhe,opla,2024-05-02 21:30:00,can,zggg,2024-05-02 18:12:00,2,May,2024,21,0.47647985005228427,0.2503572512889798,-0.06412370454020279,-0.6084448640208611,-0.7317807832417939,-0.6632699031143414,-0.5940783931782301,-1.2845684402421431,-1.296234039151478,-0.09071734328712354,-0.09544065859545513,-0.34509181601573896,-0.457415267336379,-0.18081156938640752,0.2941749463682184
472,departure,active,lhe,opla,2024-05-06 23:50:00,jed,oejn,2024-05-06 23:20:00,6,May,2024,23,1.1888138175839544,1.0276868023785195,0.6794704279213033,-0.2628409053841985,-0.48970639092274215,-0.4667710232935646,-1.931125150892326,-1.9597819528668838,-1.4588696108698012,-0.011287411376738858,-0.22395749157303482,-0.34509181601573896,-0.8974603346473287,-0.18081156938640752,0.2817514656369536
346,departure,active,lhe,opla,2024-05-07 23:40:00,bkk,vtbs,2024-05-07 23:40:00,7,May,2024,23,1.3183290844078945,1.1416057883140558,0.7938695252230734,-0.09003892606586722,-0.4312746410526259,-0.6632699031143414,-1.931125150892326,-1.9535873334850054,-1.6215051825881244,-0.17014727519750822,-0.30106759135958255,-0.34509181601573896,-0.457415267336379,-0.18081156938640752,0.2941749463682184
3932,departure,active,lhe,opla,2024-05-11 04:35:00,auh,omaa,2024-05-11 04:45:00,11,May,2024,4,0.8650256505241044,0.6591253772929617,0.5650713306195332,-0.0036379364067015696,0.20312721468006167,0.2537248693826169,-1.1570454490578495,-0.9314751354750768,-0.8625391812359493,1.021301703458262,0.6756603392700232,-0.34509181601573896,-0.01737020002542934,0.0929270615571726,0.30659842709948365
725,departure,active,lhe,opla,2024-05-09 07:35:00,ruh,oerk,2024-05-09 07:35:00,9,May,2024,7,1.1888138175839544,1.0477901528377316,0.9082686225248436,0.34196602222996103,0.37842246429040904,0.2537248693826169,-1.3681580950127066,-1.247400723950873,-0.8625391812359493,0.3064323162647999,0.6499569726745069,-0.34509181601573896,-0.8974603346473287,-0.18081156938640752,0.2817514656369536
623,departure,active,lhe,opla,2024-05-15 03:30:00,dxb,omdb,2024-05-15 03:40:00,15,May,2024,3,1.4478443512318346,1.2622258910693291,0.7938695252230734,0.16916404291162973,0.06122153642406555,-0.00827363704508548,-1.931125150892326,-1.7801379907924118,-1.1335984674331547,-0.5672969347494317,-1.0207618560340288,-0.34509181601573896,-0.01737020002542934,0.0929270615571726,0.30659842709948365
7915,departure,active,lhe,opla,2024-05-10 09:55:00,doh,othh,2024-05-10 09:55:00,10,May,2024,9,0.8650256505241044,0.8534577650653471,0.6794704279213033,0.34196602222996103,0.4368542141605252,-0.5977702765074158,-0.8755619211180398,-0.9314751354750768,-0.4830561805598618,4.19849897987365,2.731929666911298,3.0001859923000973,-0.01737020002542934,0.0929270615571726,0.2941749463682184
7915,departure,active,lhe,opla,2024-05-12 09:55:00,doh,othh,2024-05-12 09:55:00,12,May,2024,9,0.47647985005228427,0.5854130922758506,0.6794704279213033,0.6875699808666236,0.46189639267628896,0.3847241225964681,0.109630426671294,-0.5226302562711052,-0.4830561805598618,0.5447221119959539,1.2411344043713737,1.6620748689737628,-0.01737020002542934,0.36666569250075276,0.2941749463682184
3836,departure,active,lhe,opla,2024-05-04 09:55:00,doh,othh,2024-05-04 09:55:00,4,May,2024,9,0.7355103837001644,0.6725276109324367,0.45067223331776296,-0.4356428847025298,-0.4730116052455659,-0.3357717700797134,-1.438528976997659,-1.6066886480998175,-1.1335984674331547,0.5447221119959539,1.395354603944469,-0.34509181601573896,-0.457415267336379,0.0929270615571726,0.2941749463682184
